,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
2882,P09327,Adyar,611,117,1.0,1.0,2,Normal Sale,No,Commercial,ELO,No Access,RL,2.3,2.3,3.3,2.8,16500,8250025
2883,P08042,Adyar,1192,1,1.0,1.0,3,Normal Sale,No,Commercial,ELO,No Access,I,5.0,4.9,4.3,4.63,121153,12115290
2884,P08154,Adyar,1071,57,1.0,1.0,3,Family,No,Others,NoSewr ,Paved,C,3.0,4.9,2.0,2.88,14750,7375160
2885,P01370,Chrompet,1176,94,1.0,1.0,3,AdjLand,No,House,NoSeWa,Gravel,RH,2.8,4.3,2.7,3.37,110280,9190000
2886,P00289,Chrompet,1101,95,1.0,1.0,3,AbNormal,Yes,Commercial,NoSeWa,Paved,RH,4.5,3.8,4.4,4.19,186159,13297100
2887,P00756,Chrompet,1146,92,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,4.3,3.3,3.4,3.63,78684,9835470
2888,P08566,Adyar,918,83,1.0,1.0,3,AdjLand,Yes,House,AllPub,Paved,A,4.6,2.9,4.0,3.96,28119,7029740
2889,P08091,KK Nagar,2331,188,4.0,2.0,6,Partial,No,Commercial,NoSeWa,Gravel,RM,2.2,2.5,2.2,2.29,181832,18183200
2890,P07684,KK Nagar,2419,180,4.0,2.0,6,AdjLand,Yes,Others,NoSewr ,Paved,RM,2.7,3.1,3.7,3.22,317913,14450600
2891,P06864,KK Nagar,1422,9,2.0,1.0,4,Normal Sale,No,Commercial,NoSewr ,Paved,RL,4.9,2.4,2.4,3.15,236107,12426660
2892,P09685,Velachery,1667,146,2.0,1.0,4,Family,No,Commercial,AllPub,No Access,RH,5.0,4.8,4.1,4.64,170572,13120960
2893,P07250,Velachery,1634,50,2.0,1.0,4,Partial,No,House,ELO,Gravel,A,4.5,3.0,4.2,3.74,45051,6435890
2894,P05886,KK Nagar,1587,53,2.0,1.0,4,Partial,No,Commercial,NoSeWa,Gravel,RL,3.2,4.1,2.7,3.27,206465,13764300
2895,P09295,Velachery,1641,13,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Paved,A,3.2,3.1,3.2,3.16,105547,7036460
2896,P07005,Velachery,1673,125,2.0,1.0,4,Normal Sale,Yes,Others,AllPub,Gravel,RH,3.5,4.9,2.0,3.68,141017,10847450
2897,P05759,T Nagar,1901,62,2.0,1.0,5,Partial,No,Others,NoSewr ,Gravel,RL,4.9,3.4,2.9,3.625,201290,14377860
2898,P01353,Anna Nagar,1859,22,2.0,1.0,5,Partial,No,Others,NoSeWa,No Access,RL,2.6,4.8,3.4,3.47,239424,12601250
2899,P02524,Adyar,1034,200,1.0,1.0,3,Normal Sale,No,Commercial,AllPub,No Access,RL,3.1,2.1,4.0,3.35,145684,12140295
2900,P02151,Chrompet,832,25,1.0,1.0,3,Partial,Yes,House,AllPub,Gravel,RH,2.3,4.8,3.9,3.78,56387,8055350
2901,P03996,Anna Nagar,1577,125,1.0,1.0,4,Normal Sale,Yes,House,NoSewr ,Gravel,RM,4.6,2.6,3.2,3.54,251664,13245480
2902,P06947,T Nagar,1682,119,1.0,1.0,4,AdjLand,Yes,Commercial,AllPub,Paved,RL,4.5,3.3,4.4,4.155,242168,20180630
2903,P00906,Anna Nagar,1652,132,1.0,1.0,4,AdjLand,No,House,NoSewr ,No Access,RM,2.5,5.0,2.6,3.165,71694,11949030
2904,P00322,T Nagar,1793,141,1.0,1.0,4,Normal Sale,Yes,House,NoSewr ,Paved,RH,4.2,4.6,3.4,3.94,77785,12964240
2905,P08812,Chrompet,1116,134,1.0,1.0,3,Family,Yes,House,NoSeWa,Paved,RH,4.5,3.8,4.9,4.34,135686,8480400
2906,P09179,Adyar,883,2,1.0,1.0,3,Partial,No,Others,ELO,Paved,C,4.8,3.0,3.7,3.89,44644,6377770
2907,P01241,T Nagar,1589,4,1.0,1.0,4,Family,No,Others,NoSeWa,Paved,RM,3.0,3.2,4.4,3.68,232416,12911990
2908,P08293,Adyar,981,23,1.0,1.0,3,Normal Sale,No,Commercial,NoSewr ,No Access,RH,3.9,3.3,2.4,3.03,148653,11434875
2909,P02198,Adyar,1222,27,2.0,2.0,4,AdjLand,Yes,House,ELO,Paved,RH,4.1,3.0,2.4,3.03,29563,9854210
2910,P06339,KK Nagar,1337,117,2.0,1.0,4,Normal Sale,Yes,Others,AllPub,Paved,RH,2.0,4.6,3.6,3.42,102417,9310600
2911,P09929,Velachery,1535,49,2.0,1.0,4,AdjLand,Yes,Others,AllPub,Gravel,RH,4.9,3.2,2.4,3.39,172972,10810740
2912,P09621,Velachery,1538,36,2.0,1.0,4,Family,Yes,Commercial,AllPub,Paved,RL,4.7,2.2,3.2,3.13,113117,14139590
2913,P06319,Karapakkam,1376,147,2.0,2.0,4,Normal Sale,Yes,Others,NoSeWa,Paved,RM,5.0,4.0,3.0,3.9,226723,9857500
2914,P01446,T Nagar,1975,150,2.0,1.0,5,AbNormal,No,Commercial,NoSeWa,Gravel,RM,4.1,3.9,5.0,4.455,177599,22199910
2915,P03661,Karapakkam,786,100,1.0,1.0,2,Normal Sale,No,Others,NoSewr ,Gravel,RH,4.4,2.0,2.9,3.08,84438,6495250
2916,P04943,Karapakkam,1094,157,1.0,1.0,3,Partial,No,House,ELO,Paved,A,3.4,3.9,3.5,3.59,75050,3950000
2917,P06663,KK Nagar,2293,83,4.0,2.0,6,AdjLand,No,Others,AllPub,Paved,RL,4.6,3.4,2.3,3.32,112446,12493960
2918,P07002,Anna Nagar,1554,65,1.0,1.0,4,Partial,Yes,Commercial,ELO,Gravel,RM,5.0,3.8,2.2,3.58,153025,19128100
2919,P01061,Anna Nagar,1520,166,1.0,1.0,4,Partial,No,Commercial,AllPub,No Access,RH,2.3,2.9,5.0,3.53,173294,15754040
2920,P07541,KK Nagar,1761,58,2.0,1.0,4,AdjLand,No,Commercial,NoSeWa,Paved,RH,3.1,4.9,2.4,3.36,341155,14214780
2921,P01525,Karapakkam,500,64,1.0,1.0,2,Family,Yes,Others,ELO,Gravel,RL,3.4,2.6,2.0,2.6,145338,6606250
2922,P04929,Karapakkam,1500,30,2.0,2.0,4,AdjLand,No,Others,NoSewr ,No Access,RL,4.5,2.8,2.2,3.07,85478,8547750
2923,P06016,Karapakkam,715,146,1.0,1.0,2,AbNormal,No,Others,AllPub,Paved,I,2.8,2.3,4.5,3.33,99173,5219625
2924,P00186,Anna Nagar,1901,89,2.0,1.0,5,AdjLand,No,Others,AllPub,Gravel,RH,3.7,2.4,3.7,3.375,219303,14620220
2925,P09047,Adyar,1235,140,2.0,2.0,4,AbNormal,Yes,Others,ELO,Gravel,I,4.0,3.4,4.7,4.23,31699,10566485
2926,P00632,T Nagar,1797,1,1.0,1.0,4,Family,No,Commercial,NoSewr ,Paved,RM,5.0,4.6,3.8,4.36,391849,20623620
2927,P01593,Anna Nagar,1943,171,2.0,1.0,5,AbNormal,Yes,Commercial,ELO,Gravel,RM,3.9,2.4,2.1,2.805,318898,22778410
2928,P08033,Chrompet,901,48,1.0,1.0,3,Normal Sale,No,Others,ELO,No Access,RL,2.7,3.2,4.0,3.29,81979,7452620
2929,P02554,Anna Nagar,1685,108,1.0,1.0,4,Normal Sale,Yes,Commercial,ELO,No Access,RL,3.2,3.6,2.7,3.1,205555,18686820
2930,P01844,Velachery,1784,151,2.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Paved,C,2.4,4.8,2.2,3.42,175494,9749680
2931,P07341,Anna Nagar,1602,13,1.0,1.0,4,AbNormal,No,Commercial,AllPub,Paved,RH,4.1,3.3,4.3,3.98,332998,17526220
2932,P03574,T Nagar,1665,9,1.0,1.0,4,Family,No,Others,ELO,No Access,RL,3.6,4.5,4.3,4.14,228830,12043670
2933,P07862,KK Nagar,1932,126,3.0,2.0,5,AdjLand,Yes,Others,NoSeWa,Gravel,RH,4.8,2.1,4.6,3.91,170552,12182280
2934,P03001,Adyar,801,194,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,No Access,C,4.4,4.6,3.2,3.84,50662,8443700
2935,P00048,Anna Nagar,1705,5,1.0,1.0,4,AdjLand,No,Commercial,ELO,No Access,RM,4.4,3.5,3.8,3.935,291931,19462090
2936,P01965,Adyar,845,193,1.0,1.0,3,AdjLand,No,House,NoSeWa,Gravel,RH,4.3,3.5,2.8,3.39,73403,8155855
2937,P07451,T Nagar,1943,72,2.0,1.0,5,Normal Sale,No,House,NoSewr ,No Access,RM,4.2,2.0,4.8,3.92,147499,13408980
2938,P06138,Karapakkam,1262,89,1.0,1.0,3,AdjLand,Yes,Others,AllPub,Paved,I,4.9,4.4,3.9,4.35,82108,8210750
2939,P06583,T Nagar,1881,131,2.0,1.0,5,AbNormal,No,House,NoSewr ,Paved,RM,4.3,3.0,3.6,3.66,211144,13196500
2940,P08085,Velachery,1611,115,2.0,1.0,4,Normal Sale,Yes,House,NoSeWa,No Access,RL,2.7,2.1,3.8,2.76,95278,9527840
2941,P01670,Velachery,1969,93,3.0,2.0,5,AbNormal,No,Others,AllPub,Gravel,I,2.5,4.6,4.0,3.9,160230,10682000
2942,P00692,Chrompet,878,65,1.0,1.0,3,Partial,No,House,AllPub,No Access,RM,4.8,2.2,3.6,3.4,29435,7358650
2943,P07865,Chrompet,1037,30,1.0,1.0,3,AdjLand,No,Others,NoSewr ,No Access,RL,4.8,3.4,4.9,4.27,138066,8629140
2944,P01181,Chrompet,1187,1,1.0,1.0,3,Family,Yes,Others,NoSewr ,Paved,RH,3.9,2.1,4.2,3.27,107831,9802790
2945,P01709,KK Nagar,1361,16,2.0,1.0,4,AdjLand,No,Others,NoSeWa,Gravel,RM,2.7,2.8,3.4,3.01,120600,10049980
2946,P06814,Chrompet,999,70,1.0,1.0,3,Partial,Yes,Others,NoSeWa,No Access,RM,4.1,3.4,2.4,3.31,74895,9361880
2947,P08662,Chrompet,1020,95,1.0,1.0,3,Partial,No,Commercial,NoSewr ,Paved,RL,3.3,5.0,3.3,3.98,72276,12046000
2948,P09571,Velachery,1651,57,2.0,1.0,4,AbNormal,No,Commercial,NoSeWa,Paved,A,3.0,4.0,3.3,3.54,145218,12101540
2949,P06318,Karapakkam,508,34,1.0,1.0,2,AbNormal,No,Commercial,NoSeWa,Paved,RM,3.6,4.7,5.0,4.49,142490,7124500
2950,P08227,Adyar,812,69,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Gravel,I,2.5,4.3,4.9,4.06,103439,8619940
2951,P05134,Karapakkam,1697,58,2.0,2.0,4,Family,No,Commercial,NoSeWa,Paved,I,3.6,4.3,2.5,3.37,186749,10985250
2952,P02562,Adyar,1063,28,1.0,1.0,3,Family,Yes,Others,ELO,Paved,A,2.1,2.9,4.1,3.26,115997,7733125
2953,P06145,Karapakkam,635,20,1.0,1.0,2,AdjLand,Yes,House,AllPub,No Access,RM,4.4,3.0,5.0,4.22,104475,6965000
2954,P09054,T Nagar,1540,70,1.0,1.0,4,Partial,No,Commercial,NoSeWa,Gravel,RH,2.5,4.1,4.3,3.71,174362,17436220
2955,P08313,Chrompet,1123,104,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,Gravel,RH,2.7,4.1,2.5,3.2,176890,13606900
2956,P01762,Chrompet,774,2,1.0,1.0,2,Normal Sale,No,House,ELO,Gravel,RH,3.7,2.9,2.1,2.9,102858,6857200
2957,P03939,Chrompet,816,117,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,No Access,RH,3.1,2.0,3.7,2.84,53173,7596170
2958,P01318,Chrompet,814,4,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,No Access,RM,3.8,2.5,4.4,3.46,50763,8460450
2959,P00697,Chrompet,1241,156,2.0,1.0,4,Family,No,Others,ELO,Paved,RM,2.1,4.0,4.3,3.52,83632,10454020
2960,P09999,Velachery,1768,173,2.0,1.0,4,Normal Sale,No,Others,ELO,Paved,RM,3.2,4.1,2.8,3.49,73030,10432830
2961,P00501,Chrompet,786,98,1.0,1.0,2,Partial,Yes,Others,NoSewr ,Paved,RH,2.9,2.2,2.2,2.41,59059,7382320
2962,P05736,Anna Nagar,1592,138,1.0,1.0,4,Normal Sale,No,House,NoSewr ,Paved,RH,3.0,2.9,3.8,3.295,127289,10607450
2963,P01145,Anna Nagar,1552,18,1.0,1.0,4,Partial,No,Commercial,NoSeWa,Gravel,RL,4.1,4.3,2.3,3.43,121520,17359980
2964,P05152,Chrompet,1220,79,2.0,1.0,4,Family,No,Commercial,ELO,No Access,RL,4.3,2.1,3.4,3.15,140950,12813600
2965,P07080,Velachery,1628,114,2.0,1.0,4,AbNormal,Yes,Others,NoSeWa,Paved,RL,2.1,3.3,2.1,2.64,131474,10956200
2966,P03779,Velachery,1787,111,2.0,1.0,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,I,2.3,4.3,4.7,3.92,177850,14820800
2967,P09575,Velachery,1903,2,3.0,2.0,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,C,3.1,2.2,2.2,2.43,245221,15326290
2968,P01149,T Nagar,1989,162,2.0,1.0,5,Partial,No,Others,NoSewr ,Paved,RL,2.8,5.0,3.9,3.845,130140,14459960
2969,P02634,Velachery,1870,175,3.0,2.0,5,AbNormal,Yes,Others,ELO,Gravel,RH,3.6,2.6,4.0,3.27,242586,11551700
2970,P05584,Anna Nagar,1939,176,2.0,1.0,5,AbNormal,No,Commercial,AllPub,Paved,RM,5.0,3.2,3.4,3.91,196238,21804220
2971,P03286,Karapakkam,1261,89,1.0,1.0,3,Family,No,Commercial,ELO,Gravel,RM,4.1,3.9,3.2,3.68,93174,11646750
2972,P05915,Karapakkam,656,112,1.0,1.0,2,AbNormal,No,House,NoSewr ,No Access,A,4.3,2.2,4.1,3.59,33014,3001250
2973,P03144,Karapakkam,1661,94,2.0,2.0,4,Normal Sale,Yes,Others,NoSewr ,Paved,A,3.4,2.6,4.8,3.72,143962,7997875
2974,P06641,T Nagar,1972,85,2.0,1.0,5,Family,Yes,Commercial,ELO,Gravel,RM,3.3,3.5,4.5,3.89,297941,22918500
2975,P00525,Anna Nagar,1730,180,1.0,1.0,4,Family,Yes,Commercial,ELO,No Access,RL,2.0,2.0,4.6,3.04,174858,19428640
2976,P09399,Adyar,887,131,1.0,1.0,3,Normal Sale,No,Others,ELO,No Access,RH,3.2,2.9,4.4,3.74,7383,7383325
2977,P09980,Velachery,1673,34,2.0,1.0,4,Partial,No,Commercial,AllPub,Gravel,C,3.9,2.8,4.7,3.65,263444,13172210
2978,P09946,Velachery,1548,111,2.0,1.0,4,AdjLand,Yes,Others,ELO,No Access,RL,4.7,2.6,3.4,3.37,97746,9774610
2979,P05655,Adyar,1227,128,2.0,2.0,4,AdjLand,Yes,Others,NoSewr ,No Access,A,2.1,3.2,4.7,3.62,130247,8683125
2980,P08802,Chrompet,1004,106,1.0,1.0,3,Family,Yes,Others,ELO,Paved,RL,4.3,3.6,3.5,3.78,65806,9400830
2981,P05017,Anna Nagar,1509,96,1.0,1.0,4,AbNormal,Yes,Others,ELO,Gravel,RM,4.8,3.6,2.9,3.74,83912,13985270
2982,P09300,Chrompet,1092,80,1.0,1.0,3,AdjLand,Yes,Commercial,NoSewr ,Paved,RL,3.2,4.6,2.3,3.49,217734,13608400
2983,P08931,Anna Nagar,1982,75,2.0,1.0,5,Family,Yes,House,NoSewr ,No Access,RH,3.8,3.9,2.6,3.345,139852,12713810
2984,P09182,Chrompet,1217,97,2.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Paved,RH,2.8,3.4,3.0,3.1,144742,10338740
2985,P07133,Velachery,1649,170,2.0,1.0,4,AdjLand,Yes,House,ELO,Paved,C,4.6,2.6,2.4,3.04,97877,8156380
2986,P04178,Karapakkam,592,109,1.0,1.0,2,Family,No,House,NoSewr ,No Access,C,4.7,2.0,4.0,3.61,39162,2797250
2987,P05067,Chrompet,1237,99,2.0,1.0,4,AdjLand,No,Commercial,AllPub,No Access,RL,4.2,2.9,3.8,3.56,209065,13937650
2988,P04275,Adyar,1156,191,1.0,1.0,3,Partial,No,Commercial,NoSewr ,No Access,I,3.9,2.6,3.2,3.29,101613,11290385
2989,P01312,Chrompet,992,91,1.0,1.0,3,Normal Sale,Yes,Commercial,ELO,Gravel,RL,4.2,4.8,4.8,4.62,188579,13469950
2990,P06188,Karapakkam,1302,143,1.0,1.0,3,AdjLand,No,Others,AllPub,No Access,RL,3.1,2.1,3.8,3.08,72330,7233000
2991,P08771,Anna Nagar,1796,120,1.0,1.0,4,AdjLand,No,Others,NoSeWa,Gravel,RH,4.9,2.2,4.3,3.985,175052,13465550
2992,P08743,Chrompet,1001,18,1.0,1.0,3,Partial,No,House,NoSewr ,Paved,RL,3.3,4.1,2.4,3.35,23064,7688050
2993,P00874,Anna Nagar,1930,161,2.0,1.0,5,AdjLand,Yes,House,AllPub,No Access,RH,2.9,2.6,4.2,3.345,173500,13346190
2994,P06001,Karapakkam,1530,134,2.0,2.0,4,Normal Sale,Yes,Others,ELO,Paved,I,4.6,4.9,2.4,3.81,125100,8340000
2995,P00857,Anna Nagar,1819,83,2.0,1.0,5,Family,Yes,Others,NoSewr ,Paved,RL,4.8,2.0,2.7,3.26,276311,14542670
2996,P00118,T Nagar,1502,54,1.0,1.0,4,Partial,No,Others,NoSeWa,No Access,RL,2.1,2.7,4.5,3.33,74016,10573780
2997,P08356,Anna Nagar,1781,70,1.0,1.0,4,Normal Sale,Yes,Others,NoSeWa,Paved,RL,2.4,4.6,2.0,2.79,100718,14388290
2998,P02096,Adyar,1132,86,1.0,1.0,3,AbNormal,No,House,NoSewr ,Paved,A,3.5,4.2,2.2,2.99,95707,6380465
2999,P08513,Adyar,833,184,1.0,1.0,3,AbNormal,Yes,Others,NoSewr ,No Access,RH,3.4,3.3,2.4,2.88,16709,8354290
3000,P01499,Adyar,1223,144,2.0,2.0,4,AbNormal,No,Others,AllPub,Paved,RM,2.3,2.8,2.6,2.55,98807,10978600
3001,P07462,Anna Nagar,1738,200,1.0,1.0,4,Partial,No,Others,AllPub,Gravel,RL,2.1,2.1,3.9,2.82,172812,13293200
3002,P00039,Chrompet,1057,58,1.0,1.0,3,Partial,No,House,NoSewr ,Paved,RH,3.1,3.9,3.9,3.66,94170,7243850
3003,P04088,Karapakkam,671,31,1.0,1.0,2,Normal Sale,No,House,NoSewr ,Paved,RM,2.0,3.4,3.2,2.9,86265,6161750
3004,P08309,Chrompet,1072,148,1.0,1.0,3,AdjLand,Yes,Commercial,ELO,No Access,RH,2.5,3.5,3.6,3.23,186872,12458150
3005,P05904,Karapakkam,1375,38,2.0,2.0,4,AdjLand,Yes,House,NoSewr ,No Access,I,2.6,3.1,2.3,2.63,56656,7082000
3006,P07104,Chrompet,1122,77,1.0,1.0,3,Normal Sale,Yes,Others,AllPub,No Access,RH,5.0,4.7,3.7,4.49,152679,8981140
3007,P05885,KK Nagar,1526,77,2.0,1.0,4,AbNormal,Yes,House,NoSewr ,Gravel,RM,4.4,2.6,5.0,4.1,263572,10982180
3008,P05920,Adyar,614,36,1.0,1.0,2,AdjLand,Yes,House,NoSeWa,Paved,A,2.5,4.3,4.8,4.01,68648,5720630
3009,P08857,Adyar,1192,90,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,No Access,A,2.3,3.3,2.4,2.55,35034,7006800
3010,P02684,Karapakkam,1220,134,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,No Access,A,3.1,4.7,3.8,3.86,110599,5821000
3011,P04288,Anna Nagar,1970,75,2.0,1.0,5,AdjLand,No,Others,NoSeWa,Gravel,RM,3.7,2.3,2.9,3.03,142611,15845620
3012,P07840,KK Nagar,1315,94,1.0,1.0,3,AdjLand,Yes,Commercial,AllPub,Paved,RH,4.8,4.6,3.7,4.3,114421,12713420
3013,P07099,Chrompet,705,145,1.0,1.0,2,AdjLand,Yes,Commercial,AllPub,Gravel,RM,4.4,4.7,2.5,3.95,136531,12411950
3014,P00245,Chrompet,1222,98,2.0,1.0,4,Partial,No,Commercial,NoSewr ,Paved,RM,4.7,2.2,3.8,3.43,125379,13930950
3015,P07029,Anna Nagar,1836,39,2.0,1.0,5,AbNormal,No,Commercial,NoSeWa,Paved,RH,4.8,2.0,4.4,3.94,96482,19296480
3016,P03519,Karapakkam,739,121,1.0,1.0,2,Normal Sale,Yes,Commercial,ELO,Gravel,RM,3.0,2.5,4.1,3.29,218972,9953250
3017,P01628,Karapakkam,1430,189,2.0,2.0,4,Family,No,House,ELO,No Access,RH,2.5,2.5,2.5,2.5,143671,6530500
3018,P03235,Velachery,1901,89,3.0,2.0,5,Family,Yes,House,AllPub,Gravel,RM,3.3,3.3,2.5,3.06,257207,12247960
3019,P09809,Velachery,1630,72,2.0,1.0,4,AdjLand,Yes,Others,NoSewr ,No Access,RH,3.0,2.4,3.5,2.88,170861,9492280
3020,P03386,Velachery,1798,188,2.0,1.0,4,Normal Sale,Yes,Others,NoSewr ,Paved,RH,3.6,3.9,4.2,3.92,223620,10648590
3021,P02477,Chrompet,900,186,1.0,1.0,3,Partial,No,Others,NoSewr ,Paved,RL,3.8,4.9,2.7,3.91,117825,7855000
3022,P09043,T Nagar,1911,169,2.0,1.0,5,Partial,Yes,Commercial,ELO,Paved,RL,4.4,3.4,4.3,4.105,190294,21143730
3023,P01835,Karapakkam,659,128,1.0,1.0,2,AdjLand,Yes,Others,NoSewr ,No Access,A,2.2,3.1,4.1,3.23,108628,4345125
3024,P06904,Adyar,714,115,1.0,1.0,2,Family,Yes,Commercial,ELO,Gravel,A,2.8,4.9,2.2,2.92,105358,8779845
3025,P00963,Chrompet,703,137,1.0,1.0,2,Partial,Yes,House,ELO,No Access,RH,3.3,4.3,4.1,3.94,17930,5976650
3026,P02156,Karapakkam,565,51,1.0,1.0,2,Family,Yes,Others,NoSewr ,No Access,I,2.9,2.6,3.7,3.13,53244,4840375
3027,P00006,Chrompet,1151,7,1.0,1.0,3,Partial,No,House,NoSewr ,Gravel,RH,4.9,3.0,3.1,3.6,25052,8350550
3028,P02579,Anna Nagar,1541,194,1.0,1.0,4,AdjLand,No,Others,AllPub,Paved,RM,4.3,4.1,3.6,3.97,226460,13321150
3029,P01158,Anna Nagar,1509,109,1.0,1.0,4,Partial,Yes,Others,NoSewr ,Gravel,RM,4.3,4.4,2.0,3.405,108669,13583660
3030,P03494,T Nagar,1706,107,1.0,1.0,4,AdjLand,Yes,House,AllPub,Paved,RL,4.9,4.4,4.8,4.73,218558,13659880
3031,P00642,Chrompet,983,132,1.0,1.0,3,AdjLand,No,House,NoSeWa,No Access,RM,3.7,2.2,4.5,3.34,140957,8291600
3032,P05867,Karapakkam,1189,102,1.0,1.0,3,AdjLand,Yes,Others,NoSewr ,Gravel,C,3.9,4.9,2.8,3.76,152862,7279125
3033,P03812,KK Nagar,2325,17,4.0,2.0,6,Normal Sale,Yes,Others,NoSewr ,Gravel,RH,2.1,3.2,4.0,3.19,107133,13391620
3034,P02858,Chrompet,1024,74,1.0,1.0,3,AdjLand,Yes,Commercial,NoSewr ,Gravel,RL,4.8,3.0,2.7,3.45,205457,13697100
3035,P05926,KK Nagar,1997,28,3.0,2.0,5,Normal Sale,No,Commercial,NoSewr ,Paved,RM,4.2,4.6,3.1,3.88,263258,16453640
3036,P09733,Velachery,1888,38,3.0,2.0,5,AbNormal,No,Others,NoSewr ,Paved,RM,2.6,4.2,4.0,3.74,153104,11777200
3037,P03979,Chrompet,887,137,1.0,1.0,3,Normal Sale,Yes,Others,AllPub,Gravel,RL,2.9,2.6,2.7,2.72,123636,9510440
3038,P06593,Chrompet,1162,27,1.0,1.0,3,Partial,No,Commercial,AllPub,Paved,RM,4.2,2.6,2.5,3.05,106472,13308950
3039,P03720,Karapakkam,1124,112,1.0,1.0,3,Family,No,House,NoSewr ,Paved,RM,4.9,2.8,2.0,3.11,126891,7049500
3040,P06895,KK Nagar,2392,51,4.0,2.0,6,Partial,Yes,House,NoSewr ,Gravel,RM,4.5,3.0,4.7,4.13,106264,13283040
3041,P08740,Chrompet,1256,129,2.0,1.0,4,Family,Yes,Commercial,NoSeWa,No Access,RL,4.8,4.4,3.1,4.13,140070,14006950
3042,P03656,T Nagar,1611,192,1.0,1.0,4,Normal Sale,No,Others,NoSewr ,Gravel,RH,4.4,2.3,3.7,3.56,97588,12198470
3043,P04551,KK Nagar,1399,65,2.0,1.0,4,Normal Sale,No,Others,NoSeWa,Gravel,RH,2.0,4.1,4.8,3.75,191245,9106920
3044,P02436,Velachery,1738,30,2.0,1.0,4,Normal Sale,Yes,Commercial,NoSeWa,No Access,RH,2.9,2.2,3.0,2.62,183980,14152290
3045,P09307,Velachery,1843,148,3.0,2.0,5,Normal Sale,Yes,Others,ELO,No Access,I,4.9,2.0,3.9,3.3,197604,9880180
3046,P01952,Chrompet,920,87,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,RM,2.4,5.0,3.8,3.86,102266,8522150
3047,P02047,Anna Nagar,1804,87,2.0,1.0,5,AbNormal,No,House,NoSeWa,Gravel,RL,2.6,2.9,4.8,3.555,209343,13083950
3048,P07567,Chrompet,1272,67,2.0,1.0,4,Partial,Yes,Others,NoSewr ,Paved,RH,4.1,3.6,3.4,3.69,51817,10363390
3049,P07417,Velachery,1690,28,2.0,1.0,4,AbNormal,No,Others,ELO,Paved,RH,3.6,4.9,2.1,3.74,105629,8802450
3050,P10032,Velachery,1502,170,2.0,1.0,4,Normal Sale,No,House,NoSeWa,No Access,I,3.8,2.7,3.6,3.25,94605,6307030
3051,P01133,Chrompet,710,83,1.0,1.0,2,Partial,Yes,House,AllPub,No Access,RM,4.9,2.7,4.8,3.99,120938,8062500
3052,P05686,Chrompet,1060,200,1.0,1.0,3,AbNormal,Yes,Others,ELO,Paved,RH,3.9,3.6,4.0,3.81,27244,9081450
3053,P05160,Chrompet,952,136,1.0,1.0,3,Partial,Yes,Commercial,NoSeWa,No Access,RL,2.2,3.6,5.0,3.6,80624,11517700
3054,P09394,Adyar,1240,51,2.0,2.0,4,Partial,Yes,Commercial,AllPub,No Access,C,2.3,2.3,3.3,2.8,163566,12582025
3055,P04077,Anna Nagar,1540,58,1.0,1.0,4,AdjLand,Yes,Others,NoSewr ,Paved,RH,4.3,3.6,3.7,3.885,104998,13124770
3056,P00839,T Nagar,1991,130,2.0,1.0,5,Normal Sale,No,Commercial,NoSeWa,Paved,RM,2.2,3.2,3.2,2.9,424072,22319600
3057,P05014,Karapakkam,560,117,1.0,1.0,2,Normal Sale,Yes,Commercial,ELO,Gravel,I,4.7,3.9,4.2,4.26,80908,7355250
3058,P06143,KK Nagar,2419,50,4.0,2.0,6,Partial,Yes,Others,NoSeWa,Paved,RL,2.1,2.9,2.4,2.46,169514,13039560
3059,P08891,Velachery,1812,39,3.0,2.0,5,Normal Sale,No,House,NoSewr ,Gravel,RH,4.6,4.4,3.4,4.15,70740,10105720
3060,P07338,KK Nagar,2415,33,4.0,2.0,6,AdjLand,Yes,House,AllPub,Gravel,RM,3.5,2.6,4.5,3.63,241371,14198300
3061,P09396,Chrompet,1047,92,1.0,1.0,3,Partial,No,Commercial,ELO,No Access,RM,2.6,4.4,4.7,3.95,106805,11867200
3062,P02649,Adyar,954,189,1.0,1.0,3,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,2.7,3.2,3.4,3.15,86371,12338765
3063,P06747,Adyar,641,35,1.0,1.0,2,AdjLand,No,House,NoSeWa,No Access,RH,2.0,2.3,3.5,2.81,6236,6235675
